orf_name,standard_name,desc
YIL042C,PKP1,Mitochondrial protein kinase involved in negative regulation of pyruvate dehydrogenase complex activity by phosphorylating the ser-133 residue of the Pda1p subunit; acts in concert with kinase Pkp2p and phosphatases Ptc5p and Ptc6p
YIL044C,AGE2,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif
YIL045W,PIG2,Putative type-1 protein phosphatase targeting subunit that tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase
YIL046W,MET30,F-box protein containing five copies of the WD40 motif controls cell cycle function sulfur metabolism and methionine biosynthesis as part of the ubiquitin ligase complex; interacts with and regulates Met4p localizes within the nucleus
YIL047C,SYG1,Plasma membrane protein of unknown function; truncation and overexpression suppresses lethality of G-alpha protein deficiency
YIL048W,NEO1,Putative aminophospholipid translocase (flippase) involved in endocytosis and vacuolar biogenesis; localizes to endosomes and the Golgi aparatus
YIL049W,DFG10,Probable polyprenol reductase that catalyzes conversion of polyprenol to dolichol the precursor for N-glycosylation; involved in filamentous growth; mutations in human ortholog SRD5A3 confer CDG (Congenital Disorders of Glycosylation)
YIL050W,PCL7,Pho85p cyclin of the Pho80p subfamily forms a functional kinase complex with Pho85p which phosphorylates Mmr1p and is regulated by Pho81p; involved in glycogen metabolism expression is cell-cycle regulated
YIL051C,MMF1,Mitochondrial protein required for transamination of isoleucine but not of valine or leucine; may regulate specificity of branched-chain transaminases Bat1p and Bat2p; interacts genetically with mitochondrial ribosomal protein genes
YIL053W,GPP1,Constitutively expressed isoform of DL-glycerol-3-phosphatase; involved in glycerol biosynthesis induced in response to both anaerobic and along with the Hor2p/Gpp2p isoform osmotic stress
YIL061C,SNP1,Component of U1 snRNP required for mRNA splicing via spliceosome; substrate of the arginine methyltransferase Hmt1p; may interact with poly(A) polymerase to regulate polyadenylation; homolog of human U1 70K protein
YIL062C,ARC15,Subunit of the ARP2/3 complex which is required for the motility and integrity of cortical actin patches; has mRNA binding activity
YIL063C,YRB2,Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p GTP-Gsp1p Rna1p and Crm1p; is not essential
YIL064W,EFM4,Probable lysine methyltransferase involved in the dimethylation of eEF1A (Tef1p/Tef2p); sequence similarity to S-adenosylmethionine-dependent methyltransferases of the seven beta-strand family; role in vesicular transport
YIL065C,FIS1,Protein involved in mitochondrial membrane fission and peroxisome abundance; required for localization of Dnm1p and Mdv1p during mitochondrial division; mediates ethanol-induced apoptosis and ethanol-induced mitochondrial fragmentation
YIL066C,RNR3,Minor isoform of the large subunit of ribonucleotide-diphosphate reductase; the RNR complex catalyzes rate-limiting step in dNTP synthesis regulated by DNA replication and DNA damage checkpoint pathways via localization of small subunits
YIL068C,SEC6,Essential 88kDa subunit of the exocyst complex which mediates polarized targeting of secretory vesicles to active sites of exocytosis; dimeric form of Sec6p interacts with Sec9p in vitro and inhibits t-SNARE assembly
YIL069C,RPS24B,Protein component of the small (40S) ribosomal subunit; identical to Rps24Ap and has similarity to rat S24 ribosomal protein
YIL070C,MAM33,Acidic protein of the mitochondrial matrix involved in oxidative phosphorylation; related to the human complement receptor gC1q-R
YIL071C,PCI8,Possible shared subunit of Cop9 signalosome (CSN) and eIF3 binds eIF3b subunit Prt1p has possible dual functions in transcriptional and translational control contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain
YIL072W,HOP1,Meiosis-specific DNA binding protein that displays Red1p dependent localization to the unsynapsed axial-lateral elements of the synaptonemal complex; required for homologous chromosome synapsis and chiasma formation
YIL074C,SER33,3-phosphoglycerate dehydrogenase catalyzes the first step in serine and glycine biosynthesis; isozyme of Ser3p
YIL075C,RPN2,Subunit of the 26S proteasome substrate of the N-acetyltransferase Nat1p
YIL076W,SEC28,Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p the alpha-COP and the coatomer complex; non-essential for cell growth
YIL078W,THS1,Threonyl-tRNA synthetase essential cytoplasmic protein
YIL079C,AIR1,Zinc knuckle protein involved in nuclear RNA processing and degradation as a component of the TRAMP complex; stimulates the poly(A) polymerase activity of Pap2p in vitro; functionally redundant with Air2p
YIL083C,CAB2,Probable phosphopantothenoylcysteine synthetase (PPCS) which catalyzes the second step of coenzyme A biosynthesis from pantothenate; null mutant lethality is complemented by E. coli coaBC (encoding a bifunctional enzyme with PPCS activity)
YIL084C,SDS3,Component of the Rpd3p/Sin3p deacetylase complex required for its structural integrity and catalytic activity involved in transcriptional silencing and required for sporulation; cells defective in SDS3 display pleiotropic phenotypes
YIL085C,KTR7,Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family
YIL090W,ICE2,Integral ER membrane protein with type-III transmembrane domains; mutations cause defects in cortical ER morphology in both the mother and daughter cells
YIL091C,UTP25,Nucleolar protein required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis; contains a DEAD-box RNA helicase-like motif
YIL094C,LYS12,Homo-isocitrate dehydrogenase an NAD-linked mitochondrial enzyme required for the fourth step in the biosynthesis of lysine in which homo-isocitrate is oxidatively decarboxylated to alpha-ketoadipate
YIL095W,PRK1,Protein serine/threonine kinase; regulates the organization and function of the actin cytoskeleton and reduces endocytic ability of cell through the phosphorylation of the Pan1p-Sla1p-End3p protein complex
YIL097W,FYV10,Protein of unknown function required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of FBPase; contains CTLH domain; plays role in anti-apoptosis
YIL098C,FMC1,Mitochondrial matrix protein required for assembly or stability at high temperature of the F1 sector of mitochondrial F1F0 ATP synthase; null mutant temperature sensitive growth on glycerol is suppressed by multicopy expression of Odc1p
YIL099W,SGA1,Intracellular sporulation-specific glucoamylase involved in glycogen degradation; induced during starvation of a/a diploids late in sporulation but dispensable for sporulation
YIL103W,DPH1,Protein required along with Dph2p Kti11p Jjj3p and Dph5p for synthesis of diphthamide which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph2p and Kti11p
YIL104C,SHQ1,Chaperone protein required for the assembly of box H/ACA snoRNPs and thus for pre-rRNA processing forms a complex with Naf1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; homology with known Hsp90p cochaperones
YIL105C,SLM1,Phosphoinositide PI45P(2) binding protein forms a complex with Slm2p; acts downstream of Mss4p in a pathway regulating actin cytoskeleton organization in response to stress; phosphorylated by the TORC2 complex
YIL109C,SEC24,Component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat required for cargo selection during vesicle formation in ER to Golgi transport; homologous to Sfb2p and Sfb3p
YIL111W,COX5B,Subunit Vb of cytochrome c oxidase which is the terminal member of the mitochondrial inner membrane electron transport chain; predominantly expressed during anaerobic growth while its isoform Va (Cox5Ap) is expressed during aerobic growth
YIL112W,HOS4,Subunit of the Set3 complex which is a meiotic-specific repressor of sporulation specific genes that contains deacetylase activity; potential Cdc28p substrate
YIL113W,SDP1,Stress-inducible dual-specificity MAP kinase phosphatase negatively regulates Slt2p MAP kinase by direct dephosphorylation diffuse localization under normal conditions shifts to punctate localization after heat shock
YIL114C,POR2,Putative mitochondrial porin (voltage-dependent anion channel) related to Por1p but not required for mitochondrial membrane permeability or mitochondrial osmotic stability
YIL115C,NUP159,Nucleoporin subunit of the Nup82 subcomplex of the nuclear pore; part of the nuclear pore that is found exclusively on the cytoplasmic side; required for mRNA export; regulates ADP release from the ATP-dependent RNA helicase Dbp5p
YIL116W,HIS5,Histidinol-phosphate aminotransferase catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu Co and Ni salts
YIL118W,RHO3,Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins involved in the establishment of cell polarity; GTPase activity positively regulated by the GTPase activating protein (GAP) Rgd1p
YIL119C,RPI1,Putative transcriptional regulator; overexpression suppresses the heat shock sensitivity of wild-type RAS2 overexpression and also suppresses the cell lysis defect of an mpk1 mutation
YIL120W,QDR1,Multidrug transporter of the major facilitator superfamily required for resistance to quinidine ketoconazole fluconazole and barban
YIL121W,QDR2,Multidrug transporter of the major facilitator superfamily required for resistance to quinidine barban cisplatin and bleomycin; may have a role in potassium uptake
YIL122W,POG1,Nuclear chromatin-associated protein of unknown function; overexpression promotes recovery from pheromone induced arrest and suppresses the stress sensitivity caused by a mutation in the E3 ubiquitin ligase Rsp5p; binds upstream of BAR1 and cell cycle-related genes; potential Cdc28p substrate; SBF regulated
YIL123W,SIM1,Protein of the SUN family (Sim1p Uth1p Nca3p Sun4p) that may participate in DNA replication promoter contains SCB regulation box at -300 bp indicating that expression may be cell cycle-regulated
YIL124W,AYR1,NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase found in lipid particles ER and mitochondrial outer membrane; involved in phosphatidic acid biosynthesis; required for spore germination; capable of metabolizing steroid hormones
YIL125W,KGD1,Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex which catalyzes a key step in the tricarboxylic acid (TCA) cycle the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA
YIL126W,STH1,ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; essential helicase-related protein homologous to Snf2p
YIL128W,MET18,DNA repair and TFIIH regulator required for both nucleotide excision repair (NER) and RNA polymerase II (RNAP II) transcription; involved in telomere maintenance
YIL129C,TAO3,Component of the RAM signaling network that is involved in regulation of Ace2p activity and cellular morphogenesis interacts with protein kinase Cbk1p and also with Kic1p
YIL131C,FKH1,Forkhead family transcription factor with a minor role in the expression of G2/M phase genes; negatively regulates transcriptional elongation; positive role in chromatin silencing at HML and HMR; regulates donor preference during switching
YIL132C,CSM2,Protein involved in a Rad51p- Rad54p-dependent pathway for homologous recombination repair required for accurate chromosome segregation during meiosis
YIL134W,FLX1,Protein required for transport of flavin adenine dinucleotide (FAD) a synthesis product of riboflavin across the mitochondrial membrane
YIL135C,VHS2,Cytoplasmic protein of unknown function; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant suggesting a role in G1/S phase progression; similar to Mlf3p
YIL137C,TMA108,Protein that associates with ribosomes and is involved in ribosome biogenesis; putative metalloprotease
YIL138C,TPM2,Minor isoform of tropomyosin binds to and stabilizes actin cables and filaments which direct polarized cell growth and the distribution of several organelles; appears to have distinct and also overlapping functions with Tpm1p
YIL139C,REV7,Accessory subunit of DNA polymerase zeta involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair
YIL140W,AXL2,Integral plasma membrane protein required for axial budding in haploid cells localizes to the incipient bud site and bud neck; glycosylated by Pmt4p; potential Cdc28p substrate
YIL142W,CCT2,Subunit beta of the cytosolic chaperonin Cct ring complex related to Tcp1p required for the assembly of actin and tubulins in vivo
YIL143C,SSL2,Component of the holoenzyme form of RNA polymerase transcription factor TFIIH has DNA-dependent ATPase/helicase activity and is required with Rad3p for unwinding promoter DNA; involved in DNA repair; homolog of human ERCC3
YIL144W,NDC80,Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); conserved coiled-coil protein involved in chromosome segregation spindle checkpoint activity kinetochore assembly and clustering
YIL145C,PAN6,Pantothenate synthase also known as pantoate-beta-alanine ligase required for pantothenic acid biosynthesis deletion causes pantothenic acid auxotrophy homologous to E. coli panC
YIL146C,ATG32,Mitochondrial-anchored transmembrane receptor that interacts with the autophagy adaptor protein Atg11p and is essential for mitophagy the selective vacuolar degradation of mitochondria in response to starvation
YIL147C,SLN1,Histidine kinase osmosensor that regulates a MAP kinase cascade; transmembrane protein with an intracellular kinase domain that signals to Ypd1p and Ssk1p thereby forming a phosphorelay system similar to bacterial two-component regulators
YIL148W,RPL40A,Fusion protein identical to Rpl40Bp that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes
YIL149C,MLP2,Myosin-like protein associated with the nuclear envelope connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length
YIL150C,MCM10,Essential chromatin-associated protein involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins
YIL153W,RRD1,Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression microtubule dynamics bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex
YIL154C,IMP2',Transcriptional activator involved in maintenance of ion homeostasis and protection against DNA damage caused by bleomycin and other oxidants contains a C-terminal leucine-rich repeat
YIL155C,GUT2,Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p Rsf1p Hap2/3/4/5 complex dependent manner
YIL157C,COA1,Mitochondrial inner membrane protein required for assembly of the cytochrome c oxidase complex (complex IV); interacts with complex IV assembly factor Shy1p during the early stages of assembly
YIL159W,BNR1,Formin nucleates the formation of linear actin filaments involved in cell processes such as budding and mitotic spindle orientation which require the formation of polarized actin cables functionally redundant with BNI1
YIL160C,POT1,3-ketoacyl-CoA thiolase with broad chain length specificity cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids
YIL162W,SUC2,Invertase sucrose hydrolyzing enzyme; a secreted glycosylated form is regulated by glucose repression and an intracellular nonglycosylated enzyme is produced constitutively
YIL164C,NIT1,Nitrilase member of the nitrilase branch of the nitrilase superfamily; in closely related species and other S. cerevisiae strain backgrounds YIL164C and adjacent ORF YIL165C likely constitute a single ORF encoding a nitrilase gene
YIL165C,YIL165C,Putative protein of unknown function; mutant exhibits mitophagy defects; in closely related species and other S. cerevisiae strain backgrounds YIL165C and adjacent ORF YIL164C likely constitute a single ORF encoding a nitrilase gene
YIL172C,IMA3,Alpha-glucosidase with broad substrate specificity for alpha-14- and alpha-16-glucosides; member of IMA isomaltase family; not required for isomaltose utilization but Ima3p overexpression allows the ima1 null mutant to grow on isomaltose
YIL173W,VTH1,Putative membrane glycoprotein with strong similarity to Vth2p and Pep1p/Vps10p may be involved in vacuolar protein sorting
YIR001C,SGN1,Cytoplasmic RNA-binding protein contains an RNA recognition motif (RRM); may have a role in mRNA translation as suggested by genetic interactions with genes encoding proteins involved in translational initiation
YIR002C,MPH1,Member of the DEAH family of helicases functions in an error-free DNA damage bypass pathway that involves homologous recombination binds to flap DNA and stimulates activity of Rad27p and Dna2p; mutations confer a mutator phenotype
YIR004W,DJP1,Cytosolic J-domain-containing protein required for peroxisomal protein import and involved in peroxisome assembly homologous to E. coli DnaJ
YIR005W,IST3,Component of the U2 snRNP required for the first catalytic step of splicing and for spliceosomal assembly; interacts with Rds3p and is required for Mer1p-activated splicing
YIR006C,PAN1,Part of actin cytoskeleton-regulatory complex Pan1p-Sla1p-End3p associates with actin patches on the cell cortex; promotes protein-protein interactions essential for endocytosis; previously thought to be a subunit of poly(A) ribonuclease
YIR008C,PRI1,Subunit of DNA primase which is required for DNA synthesis and double-strand break repair
YIR009W,MSL1,U2B component of U2 snRNP involved in splicing binds the U2 snRNA stem-loop IV in vitro but requires association of Lea1p for in vivo binding; does not contain the conserved C-terminal RNA binding domain found in other family members
YIR010W,DSN1,Essential component of the MIND kinetochore complex (Mtw1p Including Nnf1p-Nsl1p-Dsn1p) which joins kinetochore subunits contacting DNA to those contacting microtubules; important for chromosome segregation
YIR011C,STS1,Protein required for localizing proteasomes to the nucleus; interacts with the karyopherin Srp1p; involved in ubiquitin-mediated protein degradation
YIR012W,SQT1,Essential protein involved in a late step of 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay
YIR015W,RPR2,Subunit of nuclear RNase P; nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; not shared between RNase MRP and RNase P in contrast to all other RNase P protein subunits
YIR017C,MET28,Basic leucine zipper (bZIP) transcriptional activator in the Cbf1p-Met4p-Met28p complex participates in the regulation of sulfur metabolism
YIR018W,YAP5,Basic leucine zipper (bZIP) transcription factor
YIR019C,FLO11,GPI-anchored cell surface glycoprotein (flocculin) required for pseudohyphal formation invasive growth flocculation and biofilms; transcriptionally regulated by the MAPK pathway (via Ste12p and Tec1p) and the cAMP pathway (via Flo8p)
YIR021W,MRS1,Protein required for the splicing of two mitochondrial group I introns (BI3 in COB and AI5beta in COX1); forms a splicing complex containing four subunits of Mrs1p and two subunits of the BI3-encoded maturase that binds to the BI3 RNA
YIR022W,SEC11,18kDa catalytic subunit of the Signal Peptidase Complex (SPC; Spc1p Spc2p Spc3p and Sec11p) which cleaves the signal sequence of proteins targeted to the endoplasmic reticulum
YIR023W,DAL81,Positive regulator of genes in multiple nitrogen degradation pathways; contains DNA binding domain but does not appear to bind the dodecanucleotide sequence present in the promoter region of many genes involved in allantoin catabolism
YIR025W,MND2,Subunit of the anaphase-promoting complex (APC); necessary for maintaining sister chromatid cohesion in prophase I of meiosis by inhibiting premature ubiquitination and subsequent degradation of substrates by the APC(Ama1) ubiquitin ligase
YIR026C,YVH1,Protein phosphatase involved in vegetative growth at low temperatures sporulation and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases
YIR027C,DAL1,Allantoinase converts allantoin to allantoate in the first step of allantoin degradation; expression sensitive to nitrogen catabolite repression
YIR028W,DAL4,Allantoin permease; expression sensitive to nitrogen catabolite repression and induced by allophanate an intermediate in allantoin degradation
YIR029W,DAL2,Allantoicase converts allantoate to urea and ureidoglycolate in the second step of allantoin degradation; expression sensitive to nitrogen catabolite repression and induced by allophanate an intermediate in allantoin degradation
YIR031C,DAL7,Malate synthase role in allantoin degradation unknown; expression sensitive to nitrogen catabolite repression and induced by allophanate an intermediate in allantoin degradation
YIR033W,MGA2,ER membrane protein involved in regulation of OLE1 transcription acts with homolog Spt23p; inactive ER form dimerizes and one subunit is then activated by ubiquitin/proteasome-dependent processing followed by nuclear targeting
YIR034C,LYS1,Saccharopine dehydrogenase (NAD+ L-lysine-forming) catalyzes the conversion of saccharopine to L-lysine which is the final step in the lysine biosynthesis pathway; also has mRNA binding activity
YIR037W,HYR1,Thiol peroxidase that functions as a hydroperoxide receptor to sense intracellular hydroperoxide levels and transduce a redox signal to the Yap1p transcription factor
YIR038C,GTT1,ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p Grx1p and Grx2p
YIR039C,YPS6,Putative GPI-anchored aspartic protease member of the yapsin family of proteases involved in cell wall growth and maintenance
YJL001W,PRE3,Beta 1 subunit of the 20S proteasome responsible for cleavage after acidic residues in peptides
YJL002C,OST1,Alpha subunit of the oligosaccharyltransferase complex of the ER lumen which catalyzes asparagine-linked glycosylation of newly synthesized proteins
YJL003W,COX16,Mitochondrial inner membrane protein required for assembly of cytochrome c oxidase
YJL004C,SYS1,Integral membrane protein of the Golgi required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation
YJL005W,CYR1,Adenylate cyclase required for cAMP production and cAMP-dependent protein kinase signaling; the cAMP pathway controls a variety of cellular processes including metabolism cell cycle stress response stationary phase and sporulation
YJL006C,CTK2,Beta subunit of C-terminal domain kinase I (CTDK-I) which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing and ribosomal protein Rps2p to increase translational fidelity
YJL008C,CCT8,Subunit of the cytosolic chaperonin Cct ring complex related to Tcp1p required for the assembly of actin and tubulins in vivo
YJL010C,NOP9,Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain
YJL011C,RPC17,RNA polymerase III subunit C17; physically interacts with C31 C11 and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex
YJL012C,VTC4,Vacuolar membrane polyphosphate polymerase; subunit of the vacuolar transporter chaperone (VTC) complex involved in synthesis and transfer of polyP to the vacuole; regulates membrane trafficking; role in non-autophagic vacuolar fusion
YJL013C,MAD3,Subunit of the spindle-assembly checkpoint complex which delays anaphase onset in cells with defects in mitotic spindle assembly; pseudosubstrate inhibitor of APC(Cdc20) the anaphase promoting complex involved in securin (Pds1p) turnover
YJL014W,CCT3,Subunit of the cytosolic chaperonin Cct ring complex related to Tcp1p required for the assembly of actin and tubulins in vivo
YJL019W,MPS3,Nuclear envelope protein required for SPB duplication and nuclear fusion; localizes to the SPB half bridge and at telomeres during meiosis; required with Ndj1p and Csm4p for meiotic bouquet formation and telomere-led rapid prophase movement
YJL020C,BBC1,Protein possibly involved in assembly of actin patches; interacts with an actin assembly factor Las17p and with the SH3 domains of Type I myosins Myo3p and Myo5p; localized predominantly to cortical actin patches
YJL024C,APS3,Small subunit of the clathrin-associated adaptor complex AP-3 which is involved in vacuolar protein sorting; related to the sigma subunit of the mammalian clathrin AP-3 complex; suppressor of loss of casein kinase 1 function
YJL025W,RRN7,Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p Rrn7p and Rrn11p
YJL026W,RNR2,Ribonucleotide-diphosphate reductase (RNR) small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits
YJL029C,VPS53,Component of the GARP (Golgi-associated retrograde protein) complex Vps51p-Vps52p-Vps53p-Vps54p which is required for the recycling of proteins from endosomes to the late Golgi; required for vacuolar protein sorting
YJL030W,MAD2,Component of the spindle-assembly checkpoint complex; delays the onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I
YJL031C,BET4,Alpha subunit of Type II geranylgeranyltransferase required for vesicular transport between the endoplasmic reticulum and the Golgi; provides a membrane attachment moiety to Rab-like proteins Ypt1p and Sec4p
YJL033W,HCA4,Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis
YJL034W,KAR2,ATPase involved in protein import into the ER also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p
YJL035C,TAD2,Subunit of tRNA-specific adenosine-34 deaminase forms a heterodimer with Tad3p that converts adenosine to inosine at the wobble position of several tRNAs
YJL036W,SNX4,Sorting nexin involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding domain; forms complexes with Snx41p and with Atg20p
YJL038C,LOH1,Protein of unknown function with proposed roles in maintenance of genome integrity and also in spore wall assembly; induced during sporulation; repressed during vegetative growth by Sum1p and Hst1p; sequence similar to IRC1
YJL039C,NUP192,Essential structural subunit of the nuclear pore complex (NPC) localizes to the nuclear periphery of nuclear pores homologous to human p205
YJL041W,NSP1,Essential component of the nuclear pore complex which mediates nuclear import and export found in both the Nup82 and Nic96 complexes
YJL042W,MHP1,Microtubule-associated protein involved in assembly and stabilization of microtubules; overproduction results in cell cycle arrest at G2 phase; similar to Drosophila protein MAP and to mammalian MAP4 proteins
YJL045W,YJL045W,Minor succinate dehydrogenase isozyme; homologous to Sdh1p the major isozyme reponsible for the oxidation of succinate and transfer of electrons to ubiquinone; induced during the diauxic shift in a Cat8p-dependent manner
YJL046W,AIM22,Putative lipoate-protein ligase required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss
YJL047C,RTT101,Cullin subunit of a Roc1p-dependent E3 ubiquitin ligase complex with a role in anaphase progression; implicated in Mms22-dependent DNA repair; involved with Mms1p in nonfunctional rRNA decay; modified by the ubiquitin-like protein Rub1p
YJL048C,UBX6,UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p transcription is repressed when cells are grown in media containing inositol and choline
YJL050W,MTR4,ATP-dependent 3'-5' RNA helicase of the Dead-box family involved in nuclear RNA processing and degradation both as a component of the TRAMP complex and in TRAMP independent processes; has a KOW domain that shows RNA binding activity
YJL051W,IRC8,Bud tip localized protein of unknown function; mRNA is targeted to the bud by a She2p dependent transport system; mRNA is cell cycle regulated via Fkh2p peaking in G2/M phase; null mutant displays increased levels of spontaneous Rad52p foc
YJL052W,TDH1,Glyceraldehyde-3-phosphate dehydrogenase isozyme 1 involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 13 bis-phosphoglycerate; detected in the cytoplasm and cell wall
YJL053W,PEP8,Vacuolar protein sorting protein that forms part of the multimeric membrane-associated retromer complex along with Vps35p Vps29p Vps17p and Vps5p; essential for endosome-to-Golgi retrograde protein transport
YJL054W,TIM54,Component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane
YJL058C,BIT61,Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p-Slm1p-Slm2p) a membrane-associated complex that regulates cell cycle-dependent actin cytoskeletal dynamics during polarized growth and cell wall integrity
YJL059W,YHC3,Vacuolar membrane protein involved in the ATP-dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; homolog of human CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis)
YJL061W,NUP82,Nucleoporin subunit of the nuclear pore complex (NPC); forms a subcomplex with Gle2p Nup159p Nsp1p and Nup116p and is required for proper localization of Nup116p in the NPC
YJL062W,LAS21,Integral plasma membrane protein involved in the synthesis of the glycosylphosphatidylinositol (GPI) core structure; mutations affect cell wall integrity
YJL062W-A,COA3,Mitochondrial inner membrane protein that participates in regulation of COX1 translation Cox1p stabilization and cytochrome oxidase assembly
YJL063C,MRPL8,Mitochondrial ribosomal protein of the large subunit
YJL065C,DLS1,Subunit of ISW2/yCHRAC chromatin accessibility complex along with Itc1p Isw2p and Dpb4p; involved in inheritance of telomeric silencing
YJL068C,YJL068C,Non-essential intracellular esterase that can function as an S-formylglutathione hydrolase; may be involved in the detoxification of formaldehyde which can be metabolized to S-formylglutathione; similar to human esterase D
YJL069C,UTP18,Possible U3 snoRNP protein involved in maturation of pre-18S rRNA based on computational analysis of large-scale protein-protein interaction data
YJL071W,ARG2,Acetylglutamate synthase (glutamate N-acetyltransferase) mitochondrial enzyme that catalyzes the first step in the biosynthesis of the arginine precursor ornithine; forms a complex with Arg56p
YJL072C,PSF2,Subunit of the GINS complex (Sld5p Psf1p Psf2p Psf3p) which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery
YJL073W,JEM1,DnaJ-like chaperone required for nuclear membrane fusion during mating localizes to the ER membrane; exhibits genetic interactions with KAR2
YJL074C,SMC3,Subunit of the multiprotein cohesin complex required for sister chromatid cohesion in mitotic cells; also required with Rec8p for cohesion and recombination during meiosis; phylogenetically conserved SMC chromosomal ATPase family member
YJL076W,NET1,Core subunit of the RENT complex which is a complex involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure
YJL078C,PRY3,Cell wall protein with a role in mating efficiency; expression of full-length transcript is daughter cell-specific; in response to alpha factor a short transcript starting at +452 is expressed and the long form is repressed by Ste12p
YJL079C,PRY1,Protein of unknown function
YJL080C,SCP160,Essential RNA-binding G protein effector of mating response pathway mainly associated with nuclear envelope and ER interacts in mRNA-dependent manner with translating ribosomes via multiple KH domains similar to vertebrate vigilins
YJL081C,ARP4,Nuclear actin-related protein involved in chromatin remodeling component of chromatin-remodeling enzyme complexes
